input,labels
"Still thinking about this book: This book made me laugh and broke my heart simultaneously. From it, I learned how a terrifying disease - ALS - can be tackled with humor, vigor and, most importantly, the enduring love of three incredible sisters.
",0
"Dragged, and then floundered.: I thought the reviews would lead me to a wonderful book. Instead I found one where the premise was just compelling enough to get me to buy it, the intial plot lines enough to get me to read it, and an ending so bland that I skimmed through the end of the book just to finish it and then threw it in the garbage. Nice beginning... fair middle... lousy ending. If I had it to do over again, I wouldn't buy it.
",1
"Beware of offensive language: America is a troubled boy. He is separated from his foster mother, has lived in a mall and in Central Park for months. At the time of this book he is a patient at Ridgeway, a hospital. He meets repatedly with Dr. B who tries to help America figure himself out. Since America is so troubled, he naturally speaks with obscene language.The language is understandable for the plot of the book, but not appropriate for a school library.
",1
"looks good.....: very cute, and compact. Doesn't work very well, it clumps all the hair on my carpet in a spot and i have to pick it up myself. If your looking for something small for a studio apartment it is alright. If you need a vacuum to do the job quickly i don't recommend this.
",1
"Amazing: This CD Is Great but if you wanna buy this album just go to Target! Target has the bonus songs too! But this cd is one of the best!!!!!!!!!!!!!!!!!
",0
"DON'T WASTE YOUR MONEY!: Similar to the Daughter book, this contains awful ancient advice. A parenting magazine or web site will offer you better information. And there's nothing cute other than the cover. Nothing sentimental either.
",1
"The best description is ""bad"": Each book she writes gets worse and now itis time for the once entertaining writer writer to quit. I don't mind a little horror here and there but the whole thing needs to make some sense. Quite honestly, this is garbage. I tried the book and the audio but couldn't finish either. If Ms. Barr had been pedaling this as her first book, no one ever would have published it.
",1
"A Good And Happy Child = a good and happy reader!: Mr Evans has produced a superbly written debut novel with ""A Good And Happy Child"". The characters in the novel are tremendously written and all who appear on the page Evans makes them shine with life. Demonic possession features strongly in the story but forget all visions of the scenes from the ""Exorcist"" movie, this novel approaches the subject in a more subtle and psychological manner. Also worthy of note is that you can tell how Evans has painstakingly researched into the subject matter and it truly shows in the prose. I've read a few comments by other reviewers that mention a disappointing ending to the story, I myself thought it worked extremely well and it got under my skin! It still keeps coming into my head; and that to my mind, is a hallmark of an excellent ending. A Good And Happy Child is well worth your time, it's top class fiction, and I for one am happy to own a copy, don't wait for the paperback.
",0
"A Dissent: It's hard for me to understand the enthusiasm for this album which I frankly consider to be one of the worst Christmas/holiday albums that I've ever purchased. The big band sound and Harry Connick's crooning can't hide the superficial commericialism of his vocal renditions. Though he aspires to their style, Connick is no Frank Sinatra or Tony Bennet.
",1
"What now??: I did everything the book told me to. 100 buttock squeezes and stomach churning suck in positioning actions. I have lost control of my most excelling bowels but my stomach active goings are doing the suck in-out actions. Now what? Now I am depressed about wearing paper Hello Kitty Brand Adult Containment Pants. Hello Kitty will does nothing but make insultments. I need sake in large warm mugs now.I cut myself now. Good thing I make amount paid for the bleeding coverings.Band-Aid Brand Adhesive Bandages, Hello Kitty Decorated Bandages, 20-Count Assorted Sizes (Pack of 3)
",1
"My Opinion: Beethoven in Paradise is not what I expected. I originally bought this book because my son plays the violin and I thought he might like it. I'm glad I read it first because I'm not sure I'll let him read it just yet since he's nine years old and I have a pretty strict policy about the use of profanity, which this book has in ample supply. (I'd give it a PG 13.) The use of profanity is justified, though, and adds greatly to the authenticity of the setting and characters. I would highly recommend it to students of middle school age and would consider reading it aloud to my fourth graders, although I would have to use quite a few euphemisms. The messages in this book are so powerful: Be true to yourself, stand up for what you believe in, and follow your dreams. Even though I sort of wanted a sappy ""everything's going to turn out alright"" ending, the actual ending was very realistic and genuine.
",0
"A little small: Toy is nice but it is quite small so recommended for little children (less than two years).
",0
"Not As Good As The Other Soundtracks: This CD doesn't have as good of songs as the other Rocky soundtracks do. I enjoy listening to the instrumental songs from the other soundtracks way more than listening to the Rocky V CD. Rocky V is the worst of the Rocky movies. The song ""Measure of a Man"" is fair; I bought the CD because I liked that song. Some of the other songs aren't in the movie; they're just inspired by the movie.
",1
"Fairstein was in over her head on this one: I've read all the Fairstein novels with Alex Cooper, so obviously I like them. But this one shows me Fairstein tried to do more complex plotting and failed. The story was convoluted, with too many characters all dealing with ancient (and rather boring) history.Unliike some of the other reviewers who couldn't finish the book, I did make myself finish, but I knew the ending was going to be dumb and anticlimactic. And I wasn't wrong.Not Fairstein's best work.P.S. Ms. Fairstein, Alex is interesting, but she's also very pretentious (i.e. ""the house in the country,"" etc.). And her relationship with Jake is almost romance-novel-like in the way it's described. (I.e., the ""I-want-my-lover-to-take-me-in-his-arms-and-make-me-feel-loved-and-adored"" crap.) Maybe tone down the pretentiousness and perhaps try to describe Alex's relationship in a less sappy way?
",1
"Very pleased with Todd's solo cd: Anybody who is a fan of true rock will want to check out this cd. I was a huge fan of Buckcherry's 1st cd, still listen to it, so i decided to listen to Todd's cd at a local cd store. After the 1st track I was hooked. The entire album is good and each song is something fresh and different and the album has yet to become tired as so many others in recent years have. After reading interviews with Josh Todd I was surprised to find somebody who cuts out all the bs and gets down to what true musicians are supposed to do which is play rockin, real music. The guy has the image and the musical talent and presence to back it up. Rarely do I write reviews but I would like to see this album take off and haven't seen the publicity that it deserves. Spread the word.
",0
"Thank you Suskind!: I will forever be in debt to the college professor who put this text on the reading list. A book that makes you think is one truly worth reading. It's changed my perception of the world by adding another dimension to it; perhaps a more sensual dimension.
",0
"awesome price: Great price for these batteries! Great product, arrived in mail in 3 days! Will never buy in stores again. Thank you amazon!
",0
"The Grand Daddy of Methods Books: This is the one that you'll keep after the class is over. You'll come across some odd methodological issue 5 years after you buy the book and it'll be in there, explained perfectly. The section on interpretation of interactions is particularly great. You can't learn more about power and meta-analysis more efficiently than by reading the relevant chapters in here. The ethics chapter is more entertaining than anything like it in any other text. I've been teaching from this book for 9 years and still get students calling saying thanks for making them buy it.
",0
"Relaxing viewing time: A DVD of clear good photography and quite pleasant to watch but a little embarrasing in family company. Really only suitable for watching in private.
",1
"A visual drug certain to cure a migraine: I just got this book/dvd direct from England today and despite the migraine I was suffering from, managed to blind-side the pain with instrumental precision. The choice of music from Aphex Twin not only did the video justice but put an axe in the proverbial hi-jinx established within the mind set of absolute genius. HIGHLY RECOMMENDED!!!
",0
"Throw in coke bottles, dog bones, tin cans, and body parts...: ...and, stand back. This la machina is so powerful you might ride it to the grocery store. Buying #2 for my son's B/Day. He was impressed...and, that's sayin' something. --> an update on 2/14/12...use the little animal every day. if you truly load it up to the top with bananas, ice, etc. it will bog down, sometimes, even with three horses. that's ok, but NEXT TIME, i'll be looking for the 3.5 hp machine, as i make big smoothies for the family every day...and, today, the ss cutting blade broke off from the base inside after several hundred smoothies. so, i am ordering a new one, but at $85 plus shipping to hawaii. just an fyi...aloha! ---> an update on 2/19/13...the machine is still going, and use it daily. Couldn't live without it...well, maybe I could, but it still cooks right along...it might outlive me! Aloha.
",0
"beautifully detailed dolls: I purchsed the goldie locks and the little red riding hood dolls. They are better than my expectation. The maker of this doll also makes the Bratzs dolls. The doll's costume is well-made. The doll wears removable socks and shoes. The doll's face is very pretty, even the eyebrows are painted in great detail. Over all the doll is beautifully detailed. The accessories are OK quality. My only complaint is that the book comes with the set is really not that impressive: Very thin paper back with mostly words and just some little picture at the bottom of the page. The book is pretty small too.
",0
"like candy to your ear drums: this cd is the best cd that taking back sunday has put out, mainly due to the fact that john nolan was still in the band and john nolan and adam lazarra are the best vocalist in the world, together what they make is orgasmic to the ear drums. the lyrics are completely poetic and thought out, also they arent just right there for you, you must search for the meanings of the songs. the dual guitars rip back and forth with plent of stop break rythms. i think that this album is much better then their sophmore album ""where you want to be"" because this album stays more true to their roots and just rocks out.
",0
"WORTH BUYING IF YOU LOVE THE SINGLE OR TRENDY PUNK ROCK: I first heard OPM's song ""Heaven Is A Halfpipe""2 weeks ago and i just bought the CD. Its got some cool tracks, they're hip catchy and trendy-reminds me of the reel big fish album""turn the radio off"", but not as nerdy. These guys are cool to listen to in the car with your buddies, or to put on when skating or something. This album is NOT special, this type of record has been put out before by other bands, but it's still catchy, and with a skit where a dude is smashing a coke machine, and screaming profanity it's worth 15 bucks. So why not? Sing along to the mindless lyrics, have a good time-in ten years this stuff will seem mindless to you too...
",1
"Power cord shorted out: This was my third Dirt Devil in four years. The first one worked wonderfully until the power cord shorted out and started a small fire. The second one worked fine, and still does, but keeps loosing its wheels. The third one was bought on June 17 and again had a power cord short. It produced a big spark and scared my wife who was using it at the time. The short always occurs at the point where the cord enters the body of the vacuum cleaner. I think that I am going to buy another one and just put a rubber sleeve around the area to prevent the cable from fraying and twisting.
",1
"Lotus Approach is the worst software I've ever used: I have never used such a poor piece of software before. I have to use this junky program at work. I always hangs, freezes, and otherwise stops responding. I have to restart the program or my computer several times each day to keep the program working. It cannot run when other programs run. It uses almost all my system resources. It makes random changes to database records. It has all kinds of wierd random behaviors. For example after doing a find and then browing the results the program freezes. The program is not user friendly and is showing its age. MS Access is a much much better desktop database program. If you need a modern desktop database program go with Access. Avoid Approach like the plague!!
",1
"Boy, it's Genius: This is a fair and thoughtful account of George Bush's ascendency and the GOP takeover of Texas, both masterfully executed by Karl Rove. This is a must read for any political junkie of either political party. Rove comes off as part madman, part genius, part Machiavellian mastermind and also a man of somewhat questionable character. Nonetheless, he decimated the Democratic Party in Texas and concocted the strategy that put a man in the White House who, at the time, was clearly not ready for primetime. I found that I couldn't put the book down, always eager to find out what Rove's next political chess move would be.
",0
"Just ok: I was happy with some improvements on the iPHOTO, but very disappointed with the iMOVIE and iDVD...I havent been able to edit anything, too complicated or probably just doesnt work properly....I kept the 07 version on my other MAC so i edit my movies there.
",1
"plastic broke: The plastic screen mechanism disintegrated.....This coffee press is poorly designed,,,,,>>>Meant to break after 3 months ..
",1
"Awesome set!: I purchased this set for my husband and was very impressed with not only the price, but also the case the set comes in and the quality of the DVD's. I highly recommend this set for those people who love Band of Brothers and other war shows.
",0
"Songs that will live inside you: Cary Brothers has it: the ability to write a song full of emotion and capture it succinctly in his lyrics; add a beautiful melody and heart-melting vocals and you've got the whole package.Cary's song ""Blue Eyes"" was featured on the Garden State soundtrack. All of his songs are of equal, if not greater depth. You won't be disappointed with this EP.Go to his website www.carybrothers.com for more music downloads and info about when his full length CD will be released.
",0
"Not what I expected: The story was not what I expected it to be. Not really appropriate for a young child. I would not buy it again.
",1
"A remarkable film, I wonder if Chris Nolan (memento) saw it?: Winter Sleepers... if one hasn't guessed by other work by Tykwer that he loves to explore and deconstruct a ""moment"", to watch the ripple effects from seemingly random encounters, this film will cement arguements on what his auteur paradigm is.As a piece of cinema, Winter Sleepers is engaging in its eliptical nature. Camerawork, acting, story (except the denoument) are top-notch, the production design and color schema are intriguing, too. Perhaps not Tykwer's best work, but still well worth repeat viewing (my standard for a DVD purchase) -- and heads above the vast majority of American Independent cinema.
",0
"He's just a grifter: There's no technical knowledge here. Just a con artist conning you out of a few more bucks. Yeah, he's smart, yeah, he's clever. But he's not a hacker. Do your self a favor -- put some Scott Joplin on the stereo, and wait for this to be remaindered.
",1
"100% Satisfaction!: I got this for my birthday not a week ago. I knew that I was getting it and I was not expecting it to be that great because it is so cheap. This pedal is great if you just want a little distortion undertone, or a lot of it for a solo (I for one think that the guitar solo for Floyd's ""Comfortably Numb"" sounds great with a lot of distortion). I didn't have any problems with my amp broadcasting a radio station, and I didn't mind the batteries because there were a bunch of them in a drawer in my house. I think that a distortion pedal is a great thing for me to have because it opens me up to so many different sounds to experiment with. I sometimes mess around with it for an hour! Its so much fun! I would recommend this to any guitarist who doesn't have one anyone who doesn't want to waste money on something that sounds almost exactly the same.
",0
"Misrepresentation: not Belkin, not 20 AWG: This is a Monoprice #5438 cable with a sticker put over the original label saying Belkin Gold Series. Monoprice is a Chinese brand that actually has a legitimate looking web site and even has specifications for cables. The spec's for this cable are 24 AWG for the power wires, not the 20 AWG specified in the Amazon listing. I purchased this specifically to get the heavier wire for my high current application, and the difference in voltage drop between 20 AWG and 24 AWG is a factor of 2.5, which at 500mA of current means the total voltage drop will be 150mV instead of 60mV. This is a misrepresentation by the seller, pure and simple. Belkin, L-com and perhaps others have cables with the heavier wires if that is important to you. For most applications it will probably work fine.
",1
"Confused?: You may be baffled by the lineup on this ""Beach"" movie - while Annette is back in her ""DeeDee"" role, she's now ""Deadhead's"" (Jody McCrea) girlfriend rather than Frankie's. Frankie, meanwhile, takes the role of a Martian military commander (you can tell it's Mars because they used a red filter over the camera lens!) - maybe after playing ""Potato Bug"" in ""Bikini Beach"" he thought he was stretching his chops. Tommy Kirk is, not surprisingly, uneasy in his role as the Martian sent to Earth by Frankie to hang out with Annette and various other nubile females. Things are marginally improved by the antics of Buster Keaton, Dorothy Lamour appears long enough to sing a tune, and Elsa Lanchester does her patented airheaded-old-lady act to perfection. Harmless nostalgic fun, but whoever made this page, and thinks this movie is rated ""R"", is insane. Strictly G-rated stuff - it IS 1964, after all!
",0
"works great: Great product when you have a mobile or electronic device that accepts this and you want to take your chip out of the mobile phone and download something to computer.My computer has a 5 in 1 memory card reader.. Works great and have not had any problems out of it.
",0
"Good quality: This case was an afterthought after purchasing the camera 3 years ago, so I didn't have much choice, but it works great...I've been down to 45' with it so far. The clip is delicate, but I handle with care and have had no problems for several months of continuous use. Case buttons match all on the camera, but I do wish it had a rubber sunshade like some of the newer brands on the market. Glare can be a problem at shallow depths.
",0
"Piece of junk. Don't bother.: These telescopes weren't expensive and we didn't expect them to last forever. However, we did expect our children to be able to see SOMETHING through them. No matter the distance or the object we viewed, nothing could be seen but a blur. And shortly after we received the spy glass (we bought 2), one broke apart (the eye piece that telescopes down into the spyglass came unglued). If you are looking for a spy glass your child may get to enjoy for a while, I would suggest you keep looking.
",1
"Great Album: This is a good one. If you're a fan of the Junkeez, then grab it now. Alot better than the more recent stuff that I have heard. Album chocked full of sing- and nod- a-long tunes. I dig it. If you like the style and the group, then dont hesitate...
",0
"Gets It Done: Powerful air purifier, but a fairly quiet motor, especially on low. Cleans the air well, but it can take time to clear the air of cigarette smoke. Replacement pre-filters are a tad pricey, but over-all, if you want an effective and powerful air cleaner, this is your baby.
",0
"Not impressed: This Comforter is very very thin. A few feathers have already started falling out after a month. The color is great...just as it looks.
",1
"Pretty badass: great product and great price, the prime free shipping was the bomb also lol. But seriously, the product is everything i was hoping for in a easy to activate laser for my wifes pistol. Will defiantly order again
",0
"Gave as a gift for a friend: My friend had eye surgery and wasn't allowed to wash her hair. This product allowed her to keep herself neat and clean during recovery. It arrived on time in great condition as the seller stated.
",0
"Alright.: These four colognes are very different. Cuba gold smells the best but, after 10 minutes you can't smell it. Cuba orange has a long Longevity time and smells ok but smells cheap. Cuba blue and red are not worth the money. Red smells like bug spray and Blue spells like powdery perfume in my opinion. Nice bottles though.
",1
"Stains hair PERMANENTLY: My son uses these markers at daycare. He decided to put some red or pink on his head, and it has been over a week and no amount of shampoo, alcohol, lemon juice, or other things I've tried will get it out of his light blond hair. I think he has a permanent pink splotch that will have to grow out.UPDATE:The pink in his hair never washed out. It eventually grew out. Stay away from the red and pink colors.
",1
"A compelling story, expertly told: By now general readers may think they've encountered every important Civil War story there is to know. Tom Chaffin shows otherwise with this eminently readable book about one of the most bizarre sagas of the conflict. In song, this would be a cross-breeding of ""Roll Alabama Roll, ""Blow Ye Winds,"" and ""A Pirate's Life For Me."" Where evidence is limited, Chaffin makes the most of it without resorting to speculation, a sign of a careful historian, and he weaves lives and events together in seamless fashion. A great read that I recommend unconditionally.
",0
"An amazing, page turning story.: I really enjoyed this book. When I picked it up I wasn't sure what to expect but it has not disappointed. It is the most amazing life story (so far) of a young boy born into a life of drug dealing, gangs and organised crime. It follows the tale of Burrel as he grows up, as he makes illegal millions only to lose it all. How on earth he lived to tell the tale is a mystery. What he has done however, is turned his experiences into positives, this is a real story of ethics and transformation. This book offers two things, a real insiders account into the gang culture and crime worlds of Chicago. It is also a great read, compelling and incredible. I couldn't put it down. If you want to deepen your understanding of gang culture this is for you but if you just want a great page-turner of a story this is it too.
",0
"Get the full-size doll...: I don't know anything about bratz, but if you're looking for another figure skating doll collectable - SKIP this one and buy the larger version. Why? She has NO skates! You can't have a figure skating doll without SKATES!
",1
"A short but terrific 3rd season: Cut short by the writers strike, still season 3 rumbles along on all cylinders like it's trade mark '67 Chev Impala. New characters -- Ruby, Bela and Lilith -- are introduced to good affect. There are some nice touches : ""A Very Supernatural Christmas"", a sense of urgency as Dean's year is racing toward a rendevouz with Hell and an episode that has the charm of ""Groundhog Day"". The wit is still there. A town is inflected by demons and the boys have been locked in jail by their FBI nemesis. Under the possession of a demon he shoots the town sheriff dead. After being released he gasped, ""I shot the sheriff!"" To which Dean Winchester (Jensen Ackless) replies, ""But you didn't shoot the deputy.""
",0
"A record of absolute beauty!: This record was one of my top favourite records of my old vynil jazz collection. When the re-issue on CD came to the market I bought it immediately again.This music is full of love, beauty and happiness.
",0
"A timeless masterpiece: This book's main plot, Jane's growing love for her student's caretaker, seems almost fluffy. But as the heart of the story unfolds, it plays as an example of the ""classes"" of her time, and how Mr. Rochester, her love, treated her with equality. The truly talented writer, through actions and descriptions, depicted in this book a simple and plain girl's mistreatment from her aunt and cousins in her childhood and how her past affected her future. There is no such thing as a ""plain Jane"". I highly recommend reading this book because it will leave you thinking about it months after it is read.
",0
"perfect for my needs: I wanted a product that would allow me to hook my Mac up to my stereo so that I could play my newly loaded itunes library from my computer. I know I could have done it wirelessly via airport, but it seemed unnecessarily expensive. I'm handy enough to run a bit of wire through my basement, so with this unit and a 30 foot RCA stereo cord from Radio Shack, I was in business - and at half the price of the airport adapter.I'm extremely satisfied as it works perfectly for my current needs, and as a bonus I'll now be able to simply flip the in/out switch on the Griffin, move the RCA plugs on my stereo to the output jacks, and finally be able to add all my LPs to my itunes. I couldn't be happier.
",0
"Really?!! Ultraviolet after iTunes for all the others?!: How can they even think this is a good solution? I have purchase ALL of the Harry P movies with Blu-Ray/DVD/Digital Copy (iTunes)and now I don't get to complete the set? This is a joke, hopefully some moron that makes these stupid decisions is actually reading these review sites to see what complete idiots they are! I will NEVER buy a Ultraviolet movie - do you READ what I am saying??!!!! NEVER-NEVER-NEVER-NEVER-NEVER-NEVER!!!!!!!!
",1
"GREAT BOOK WITH EXACTING DETAIL: This book is simple to follow and yet the recipes are detailed with what to put in, how long to let it season and how long to cook it.Following the recipes result in a great finished product.All the recipes are the ones you want. You will surprise yourself with what you can make!
",0
"WONDERFUL!!!: Vinita H. Wright speaks from the soul to the soul with her ""ordinary"" characters.Her latest book ""Dwelling Places"" continues with such characters and will have you laughing out loud and weeping as did ""Velma Still Cooks in Leeway.""The recipes in this book are a treasure as well. I too, checked it out at the library and want a copy of my own for the recipes.I grew up in a tiny papermill town in Louisiana and this story, as well as ""Dwelling Places"", could have taken place there. For each character Wright has indulged the reader with I can name a real person from my life that could be substituted in their place.
",0
"Very good and a little disappointing: A long-time fan of FFVII myself, I love Advent Children and the quality of the film, I still believe SquareEnix to be THE best cinematic makers in the gaming business. I love the extras that the 2 disc comes with but there is something people don't know.The japanese version 2 disc special edition has something that any fan of FF would love to have, it has the short animated film of Final Fantasy VII: Lost Order plus other extras like commentary and such.I feel the U.S market is being shafted a little because of this extras that don't come with ours and I don't like that at all. I feel that the animated film should have been included in the special edition.I'm pro for this movie, definitly, but I am disappointed in the marketing/publishing companies who took away the rest of our extras.
",0
"Lots of digging required.: Although Epstein gets his points across about the changing face of publishing, they are buried beneath personal tales which are interesting but distract from the pertinent information.
",1
"Can't go wrong for $8: I just got one of these about a week ago, and I'm really happy with it.People have expressed concerns that they might accidentally cut themselves on this, but I don't think it's a real issue. The key opens up 180 degrees, and locks at BOTH 90 and 180 degrees. So, if you want to use it as a saw/pocket knife, it will lock out straight. It you want to use the screwdriver, it will lock at 90 degrees so you'll have a sturdy handle. This locking feature also means that it is easy to close the key without cutting yourself.The tool feels very sturdy. It's apparent that a lot of thoughtful design was put into this product. Highly recommended.
",0
"Classic Metal: Updated artwork and the sound has been cleaned up a bit - a lot better than the cassette I had in 1989, or the demo-tape my friend had from 1987-ish. Deliverance is a great band - I've loved them since I first heard the song ""No Time."" One of the most talented metal bands that happened to be comprised of Christians.
",0
"Not at useful as one might think,: I purchased this book to add to my collection and found that it contained less information than one might find in a basic stagecraft book found at any college bookstore. It is my opinion that some of the staging ideas though sound if done properly could be hazardous otherwise. I suggest that if you are not experienced in stagecraft to purchase this book along with a companion stagecraft book and pull from both sources to design and build your show. There are some good suggestions for easy to move lightweight pageant grade sets and this source should not be overlooked. I simply sugest that you not use this as your only reference. To the experienced builder - skip this text all together the designs in the book are old and you most likely will kick your self and say I know how to put plywood platforms on sawhorses why did I buy this!.
",1
"DVD not receive: We have never receive the DVD or a comment from the buy. We would love to receive the DVD we purchased. It there any information you can provide regarding this?
",1
"Hilarious: One of the most unique styles of comedy. This is the complete news archives of Vol 13. You can not find this stuff anywhere else unless you horded every single issue from October, 2000 to October, 2001. I bought the book just as I have every other Onion book, and this is the best yet. Buy it today, you will not regret it.
",0
"Love!: My favorite TV show to date. :) Can't wait to see many more seasons of this show. Good for the whole family
",0
"Golden Sun the greatest game of all time: This is the best game ever it is an amazing RPG adventure that will have you playing for over 40 hours.Its graphics are the best ever seen on GBA and its sound is phenominal it actually sounds like there are intruments playing.Once you start playing you wont want to stop and you will realize that several hours have gone by like that. So the bottom line is Golden Sun is A must buy and with amazing graphics incredible sound and extremely challenging puzzles its well worth your money.
",0
"Unoriginal...dissappointing: This was a dissapointing book. It was a rip-off of the lord of the rings--even the note at the end is like lord of the rings (""may your swords stay sharp"") the language Paolini made up is unoriginal and is just like what the elves speak in the Hobbit. Every time Eragon got into a conflict, he went unconscious and appeared somewhere safe when he woke up. He goes unconscious in almost every chapter and there is only one main plot line--no mini twists or turns--altogether it was pretty predictable. And even the main character's name, Eragon, sounds just like Araghorn from LOTR.
",1
"Depressing: Sweet movie, but It wasnt funny enough to overcome the awkwardness of having to watch them stumble through their sexual reuniting. The ending didn't make up for the cloud of depression that hangs over the entire movie. I guess the $1.99 price tag is a clue to the popularity of this movie. I will take note before watching other $1.99 movies.
",1
"That's What I'm Talking About: Just can't get enough of that 4th track on this album. This guy has a real good sound, and does a better job with Elvis songs than Elvis did imo. Check out some of his other live performances you should be able to find on u-toob and myface. Great southern soul sound, little blues, little acoustic, little country mixed in. This man has no genre, but whatever it is, sure sounds good to me.
",0
"Great Handheld - Lack of Options: I purchased this iPAQ for its price and size. Unfortunately, I didn't research the peripheral options. There are no keyboards designed for this iPAQ (the IR port is on the side), there are no mobile bluetooth keyboards on the market, there are no modems that fit the SD slot, there are no wired NIC that fit the SD slot, there is now a wireless network card which retails for $130, etc. I wanted something small that I could take notes in class and get and respond to email on the road. With no modem and no keyboard, this isn't been possible.
",1
"""You were my first kiss...ever!"": Friends - The Complete Tenth Season is the last in the show's amazing 10-year run. The last season was the shortest as well, only 18 episodes. Some of the episodes are funny and entertaining and some are not. Season 10 is a mixed bag, you can tell the writers really started running out of ideas. The series finale is incredibly moving and spoiler alert! Ross and Rachel finally get back together (they are so meant to be, seriously!). Monica and Chandler finally get a baby, well twins actually. Phoebe gets married to Mike and Joey well he's character went on to star in an unsuccessful spin-off. It was time these ""friends"" went their separate ways but at least fans like me can watch these DVD's anytime, enjoy!
",0
"A very good fantasy: I've read my share of fantasy novels, I love them. And this one was even a tad bit better than most. There were many things about this book that struck me as very unique, and interesting. I recommend it!
",0
"No Adapter included: The text says an adapter to use in Memory stick devices is included but it is not. So, be prepared to pay $10-12 for an adapter to use in Memory stick devices. No problems with the card, just wish it included the adapter.
",0
"""Sex in the South"" is a fun and informative gift: When our event management company had an opportunity to do a non-traditional Valentine's segment on a local TV station we suggested Suzi Parker's ""Sex in the South"" as a fun and informative gift. It combines southern charm, humor and intelligent conversation into a book that will truly open your eyes about what goes on behind closed doors and under the covers! The book's jacket design is outstanding and a fun addition to any library. Ms. Parker's adventures in the south make us think of Scarlet O'Hara had she been a girl reporter ""unbuckling the Bible belt.""-Mandy Shoptaw & Ari Mitchell,founders Little Black Dress Brigade
",0
"The Boys are Back!: I LOVE this cd!The music is alive, and the lyrics meaningful. ""Undivided"" addresses 9/11 in a very positive way, ""Every Day"" is an ""It's My Life""/""Sleep When I'm Dead"" kind of get out there and live song. ""Hook Me Up"" kicks butt and takes names. The story songs are really cool too.Much edgier than ""Crush"", this happily sounds like a Bon Jovi record (Crush sounded more like Tom Petty, which is fine, if you're Tom Petty, but not good for Bon Jovi).Go buy this, you'll be glad you did!
",0
"**Paramount television** Creator Of The **Volume TV Season's**: Dynasty - Season Three, Vol. 1In what can be considered the ultimate step in GREED Paramount is releasing 1/2 seasons of Dynasty and other shows, just like twentieth century fox did for lost in space and voyage to the bottom of the seaIs the show worth the high price tag? I have watched season's one and two and the transfers look good, but there are no extras worth mentioningLet's face it; beyond the 5th season this show went down hill and I think the network is trying to get as much as they can for this product to make up for the loss of profits later on.The releases for this title are taking a long time. Keep in mind the DVD market is closing on it's 15th birthdayRemember those tv shows that $cost over $100 per box set that came from Paramount? Remember how Paramount can't seem to leave Star Trek their cash cow alone?They have a huge library of unreleased titles, but unfortunately Star Trek is always more important
",1
"Disappointed: This book was a favorite with my children many years ago, so now as a grandmother, I was excited about the prospect of introducing it to my grandaughter. Like so many others, I was surprised and disappointed to see so many pages missing. Wondering if any of the used books available could possibly include the original? Now I'm on a search for the original!
",1
"Fun house: My 20 month old son loves keys, so I decided to try this house. It is very cute, and he played with it for three days straight when we first got it. He plays with it less now, but it is up there with his favorite toys.
",0
"Received quickly: Received the Creative Zen very quickly and in working order. Gave to my son for Christmas and he loves it.
",0
"Heretic: Moltmann is a false teacher. Read ""On Being a Theologian of the Cross"" by Gerhard Forde if you are actually looking for good theology.
",1
"A Novel Full Of Hot Air: I wanted to try out another adventure writer other than the ones I've been reading. I thought I'd give Clive Cussler a try since I read Raise The Titanic.The setups in the beginning were long-winded and gave absolutely no relation to the story whatsoever till somewhere towards the end of the book. It served to confuse the readers greatly until strangely and coincidentally enough the Dirk Pitt chances upon them.The book is full of male bravado and machoism. It was shameless in the way Clive included himself into the novel as one of the characters searching for the lost ship. At the same time, the people who seem not to die or get injured miraculously is Dirk Pitt. Everyone else he knows dies.The plot itself was very round about, back and forth and linear. I hope the movie would prove a better watch. Otherwise, some interesting facts about survival in the Sahara that's about it.
",1
"This is the worst Whistler radar detector: I have owned a number of Whistler radar detector units over the years. They have generally performed well and to my satisfaction.I bought this new Whistler XTR-140 about three months ago. I decided to put this through some tests across the western US before I start to rely on it.This unit has very poor detection capability - in most cases it will only go off when the radar is within a few hundred feet, with the radar gun looking straight at this detector unit. Had I been speeding, I would have collected a number of speeding tickets. Within the city limits, the unit almost constantly beeps with false alarms. It provides no reliable laser performance, as with a police laser unit almost within a 10 degrees of the line of sight of my car, this detector showed no activity.Its periscope is annoying and along with the poor detection performance gives you Xmas lighting only.I'd avoid this unit - it is a complete waste of money.
",1
"Digi-Balls: Buncha young, half-naked male hotties throw digi-balls around at each other cuz, dude, they're abusin' the power of the Ipswitch ... I mean, there's a power from the past that they tapped into, and ... Um, who the f--k cares. This movie sucks. If I want to see naked guys, I'll look at gay porn. I like my horror to come with a brain.
",1
"Strictly Amateur: Not good. Believe me. I swear I will never buy one these self-published ""novels"" again.
",1
"Great show!: This is not a show for children. There is too much sex, foul language, nudity and disturbing issues for the young viewer. However, this is really deep - even for the Christian viewer. There are many people that believe they are Christians that are more flawed in that belief (believing they don't need to change or re-evaluate their lives) than those that recognize they fall short and are truly flawed. Grace is a ""damaged"" young woman that is fighting all the hypocrisy in her life and her own self-hatred. I'd like to believe that this shows that it is never too late...
",0
"Cheap: If you don't mind having headphones that break 2 weeks after purchase, then by all means, buy them.
",1
